StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Age,Gender,screener1_nicks,Ethnicity_1,Ethnicity_2,Ethnicity_3,Ethnicity_4,Ethnicity_5,Ethnicity_6,Ethnicity_6_TEXT,1_interesting_1,2_interesting_2,3_interesting_3,4_interesting_4,5_interesting_5,6_interesting_6,7_interesting_7,8_interesting_8,9_interesting_9,10_interesting_10,11_interesting_11,12_interesting_12,13_interesting_13,14_interesting_14,15_interesting_15,16_interesting_16,17_interesting_17,18_interesting_18,19_interesting_19,20_interesting_20,21_interesting_21,22_interesting_22,23_interesting_23,24_interesting_24,25_interesting_25,26_interesting_26,27_interesting_27,28_interesting_28,29_interesting_29,30_interesting_30,31_interesting_31,32_interesting_32,33_interesting_33,34_interesting_34,35_interesting_35,36_interesting_36,37_interesting_37,38_interesting_38,39_interesting_39,40_interesting_40,education,Income,Party,Party_6_TEXT,screener2_1,screener2_2,screener2_3,screener2_4,screener2_5,screener2_6,Social_Conserv,Economic_Conserv,god,Q215,Q216,Q219,Q218,screener3_1,screener3_2,screener3_3,screener3_4,screener3_5,screener3_6,screener3_7,screener3_8,screener3_9,screener3_9_TEXT,1_belief1_1,1_belief2_1,2_belief1_2,2_belief2_2,3_belief1_3,3_belief2_3,4_belief1_4,4_belief2_4,5_belief1_5,5_belief2_5,6_belief1_6,6_belief2_6,7_belief1_7,7_belief2_7,8_belief1_8,8_belief2_8,9_belief1_9,9_belief2_9,10_belief1_10,10_belief2_10,11_belief1_11,11_belief2_11,12_belief1_12,12_belief2_12,13_belief1_13,13_belief2_13,14_belief1_14,14_belief2_14,15_belief1_15,15_belief2_15,16_belief1_16,16_belief2_16,17_belief1_17,17_belief2_17,18_belief1_18,18_belief2_18,19_belief1_19,19_belief2_19,20_belief1_20,20_belief2_20,21_belief1_21,21_belief2_21,22_belief1_22,22_belief2_22,23_belief1_23,23_belief2_23,24_belief1_24,24_belief2_24,25_belief1_25,25_belief2_25,26_belief1_26,26_belief2_26,27_belief1_27,27_belief2_27,28_belief1_28,28_belief2_28,29_belief1_29,29_belief2_29,30_belief1_30,30_belief2_30,31_belief1_31,31_belief2_31,32_belief1_32,32_belief2_32,33_belief1_33,33_belief2_33,34_belief1_34,34_belief2_34,35_belief1_35,35_belief2_35,36_belief1_36,36_belief2_36,37_belief1_37,37_belief2_37,38_belief1_38,38_belief2_38,39_belief1_39,39_belief2_39,40_belief1_40,40_belief2_40,Random,Google,Comments,Length,mTurkCode,participantId,assignmentId,projectId,rid,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,loopOrder,condition,FL_71_DO_FL_72,FL_71_DO_FL_73
3/18/2024 19:48,3/18/2024 19:52,0,134.22.47.29,22,224,0,3/20/2024 12:18,R_52YvNAF7zekSBVA,,,,,,,anonymous,EN,47,1,5,1,,,,,,,,,0,,3,,,3,0,0,,,3,0,,,,3,,,3,3,3,0,3,0,3,,,0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8eedb-668e-ff90-e7f1-a46e369f9aac,1,4,1,1,7,,3,31602,,,,
3/18/2024 11:32,3/18/2024 11:35,0,172.59.196.102,22,233,0,3/20/2024 12:18,R_5pedOQODUTLy3wR,,,,,,,anonymous,EN,34,2,5,,,1,,,,,,0,0,,,,,,0,,,,,,,0,,,0,,3,,3,3,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87a8d-a104-f708-4e6a-75902e26c3b4,2,12,3,1,,,3,74134,,,,
3/18/2024 11:32,3/18/2024 11:32,0,104.56.58.187,4,29,0,3/20/2024 12:18,R_5IyFBQFPnvL9jYS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87a87-210c-6cec-9e58-2ae8423948ce,1,25,15,1,,,3,77078,,,,
3/18/2024 19:32,3/18/2024 19:32,0,172.56.186.155,4,17,0,3/20/2024 12:18,R_10f7Puiy3JiXCLv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8eb0e-76c9-24bd-5a6d-1a6f9ef8805b,1,7,1,1,,,4,92707,,,,
3/18/2024 19:32,3/18/2024 19:55,0,70.109.155.121,78,1353,0,3/20/2024 12:18,R_5hQLpqE5r6n2SAh,,,,,,,anonymous,EN,72,1,5,1,,,,,,,,,,0,0,3,,,,3,3,0,,3,,,0,,,3,3,,0,0,0,3,,,,,,,3,,3,3,3,0,3,,5,4,3,,,,,,,1,4,4,7,,,,,,,,,,1,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,,,0,,1,,1,,1,,0,,,,0,,0,,1,,0,,1,,1,,0,,1,,0,,,,0,,0,,1,,1,,1,,0,,,,1,,1,,1,,,,1,,,,,,,,,,65f8eb1e-4711-0ec4-980e-4cb4a71aa73a,1,7,1,1,8,3,1,4330,,1,1,
3/18/2024 11:30,3/18/2024 11:30,0,172.56.51.40,4,7,0,3/20/2024 12:18,R_2TRyrbEVCSd2POX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87a1d-eb89-ae20-f67b-4174b2cc65e7,1,11,2,1,,4,3,77024,,,,
3/18/2024 11:31,3/18/2024 11:31,0,98.11.174.9,4,8,0,3/20/2024 12:18,R_3It7nn7LcIAmLpj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87a61-bc29-ea6f-7edf-21bf1555a2c3,1,27,2,1,,,1,14214,,,,
3/18/2024 19:24,3/18/2024 19:28,0,173.94.129.111,78,215,0,3/20/2024 12:18,R_2XintCZ6qBfqxB7,,,,,,,anonymous,EN,41,1,5,1,,,,,,,3,3,,,,0,,0,0,0,0,3,3,,,0,,3,,3,0,0,,3,,,0,3,,,,,,,3,,,3,3,,2,4,3,,,,1,,,,3,3,7,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e94c-2a7d-0faf-4acf-25e34e546dc3,1,,1,1,,,3,27408,,2,,1
3/18/2024 11:31,3/18/2024 11:31,0,68.203.60.184,4,36,0,3/20/2024 12:18,R_7elcF5HNoN9MxUq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87a5e-0f15-0b4e-48a6-ce6ce98b5b84,1,27,1,1,,,3,77630,,,,
3/18/2024 19:32,3/18/2024 19:40,0,70.125.195.227,78,483,0,3/20/2024 12:18,R_7qOJ3pUUfgspI4C,,,,,,,anonymous,EN,30,1,5,1,,,,,,,0,,,0,3,0,,0,,,0,3,,,0,0,0,0,,,,,3,0,,0,,,0,,,,0,,3,,0,0,,0,5,6,3,,,,1,,1,,3,3,5,,,,,1,,1,,,,1,1,,,,0,,0,,0,,0,,1,,0,,,,,,0,,,,0,,0,,,,0,,,,,,0,,0,,0,,1,,1,,1,,,,0,,1,,0,,1,,0,,0,,,,0,,1,,,,,,1,,1,,1,,1,,1,,1,,,,,,,,,65f8eb17-9af1-1a32-feec-5a96b1ed3eb3,1,11,1,1,8,1,3,78504,,2,,1
3/18/2024 19:22,3/18/2024 19:40,0,99.69.31.85,78,1075,0,3/20/2024 12:18,R_6aP31FqfaCXuUH2,,,,,,,anonymous,EN,43,1,5,1,,,,,,,0,0,,0,0,0,0,,0,,,0,,0,,,,0,,0,0,,,0,,,0,,0,,,,,,0,0,0,0,,0,1,2,3,,,,,,,1,3,3,8,,,,,,,,,,,,,,,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,1,,0,,1,,1,,0,,1,,1,,1,,,,0,,1,,0,,0,,1,,1,,0,,0,,1,,0,,0,,1,,1,,,,,,,,,65f8e8c8-a463-ab44-5231-e47b37d81718,1,,1,1,,,3,70360,,2,,1
3/18/2024 11:29,3/18/2024 11:29,0,174.211.35.200,4,12,0,3/20/2024 12:18,R_1oT9ETjxQYTdeQW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f879c6-759a-4fdb-661f-4dfa9fe972b2,1,7,1,1,,3,2,49201,,,,
3/18/2024 11:28,3/18/2024 11:28,0,174.202.192.181,4,3,0,3/20/2024 12:18,R_1j37uvrVAnsBZy5,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f879b6-70e6-e0fa-9c2b-034f8ea6940e,1,5,1,1,,4,3,38063,,,,
3/18/2024 19:20,3/18/2024 19:25,0,172.99.59.250,22,249,0,3/20/2024 12:18,R_1ob9jRUc7qberPF,,,,,,,anonymous,EN,,2,5,,1,1,,,1,,3,,0,3,,,,,,,,3,0,,,3,,,,,,,,0,0,0,,3,0,3,,,3,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e86c-85de-c4f3-ed72-e426fba4065e,2,1,16,3,4,4,3,33610,,,,
3/18/2024 11:28,3/18/2024 11:28,0,137.118.218.59,4,22,0,3/20/2024 12:18,R_2DUW7IA7Y1Gkurv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8799b-5108-0ff0-8044-14f80d17b0a9,2,2,1,1,,2,3,28606,,,,
3/18/2024 19:20,3/18/2024 19:20,0,74.69.156.213,4,5,0,3/20/2024 12:18,R_2OoDUrBcKrjtO5U,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e813-bd03-d501-c7ca-1428e0059017,1,27,1,1,,,1,16748,,,,
3/18/2024 11:26,3/18/2024 11:27,0,99.23.210.133,22,40,0,3/20/2024 12:18,R_1AqzRi8NdOWzehz,,,,,,,anonymous,EN,48,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87925-bbf8-4eab-658c-9b0c053cb160,1,,1,1,,6,2,60047,,,,
3/18/2024 11:26,3/18/2024 11:48,0,97.114.136.223,85,1349,0,3/20/2024 12:18,R_2loPeuOhMiCABD0,,,,,,,anonymous,EN,47,2,5,1,,,,,,,0,0,,,0,0,0,,,0,,,,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,,0,0,,,2,1,6,I dont vote,,,,,,1,3,3,8,,,,,,,1,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,0,,0,,0,,1,,0,,0,,0,,,,,,,,,,65f87924-a32b-5ce7-3450-09ff6e240ec9,2,1,1,1,,,3,72840,,1,1,
3/18/2024 11:26,3/18/2024 11:26,0,107.77.206.213,4,5,0,3/20/2024 12:18,R_2In5NK6aZSYIUUN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8791f-1a29-ff6b-e2cf-c6a71015281a,1,,1,1,,,2,66605,,,,
3/18/2024 19:20,3/18/2024 19:20,0,72.24.166.193,4,8,0,3/20/2024 12:18,R_3aDG6ggeLYjnWk9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e85c-9380-2e21-71cc-cdc917a65749,1,,3,2,,,4,83617,,,,
3/18/2024 19:12,3/18/2024 19:13,0,76.167.41.57,4,9,0,3/20/2024 12:18,R_3D1QQmu1OHRT2YN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e67a-8936-13d1-afa0-43d2331138f0,1,-3105,1,1,4,,4,92240,,,,
3/18/2024 19:15,3/18/2024 19:26,0,98.183.93.33,78,671,0,3/20/2024 12:18,R_5x73Z9NlWs3RwRz,,,,,,,anonymous,EN,43,1,5,1,,,,,,,3,,3,,3,,3,3,,3,3,3,,,3,,3,,3,3,,,,3,,3,,,,,3,,3,3,3,3,,3,,,2,4,3,,,,,1,,,2,2,8,,,,,,,,,1,,,,,,0,,0,,0,,,,,,0,,,,0,,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,1,,,,,,1,,,,0,,,,1,,1,,0,,1,,1,,1,,1,,,,,,1,,1,,,,,,,,,,,,65f8e722-e907-2c38-3d63-82c8817f6067,1,5,1,1,,3,3,70785,,1,1,
3/18/2024 11:25,3/18/2024 11:31,0,108.248.151.211,78,358,0,3/20/2024 12:18,R_4oeFfjyN5tNtOmt,,,,,,,anonymous,EN,28,2,5,,1,,,,,,,0,,,,,,0,0,,,,,,0,,,0,,0,0,0,0,0,0,,0,,0,0,,0,,0,,0,0,0,,0,3,3,3,,,,,,,1,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8790f-e3da-0f7a-d9fc-c6b77b82055a,2,5,2,1,,,3,30213,,2,,1
3/18/2024 11:25,3/18/2024 11:43,0,68.15.250.196,78,1106,0,3/20/2024 12:18,R_164IZyiVnv0NWCL,,,,,,,anonymous,EN,50,2,5,,1,,,,,,,3,,0,3,3,3,3,,3,3,3,,3,,,,3,0,,3,3,,3,3,3,,,,3,,3,,3,,,,,,,3,2,1,,,,1,,,,3,3,8,,2,1,,,,,1,,,,,,,,0,,0,,1,,0,,0,,1,,,,,,,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,,,1,,1,,,,,,1,,1,,,,0,,1,,1,,0,,,,1,,0,,0,,0,,1,,1,,1,,0,,,,,,,,,65f878da-aadd-0916-552f-7a4942689418,2,5,2,1,,,3,73114,,2,,1
3/18/2024 19:06,3/18/2024 19:08,0,24.181.193.38,22,146,0,3/20/2024 12:18,R_3dWDJOLU6df43Ux,,,,,,,anonymous,EN,43,1,5,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e4b8-1813-68f6-475b-1dba2380d798,1,,1,1,,,3,28716,,,,
3/18/2024 19:05,3/18/2024 19:06,0,104.230.253.222,4,8,0,3/20/2024 12:18,R_5irHD3zBhSLOLCN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e4ae-31e8-9a6b-77db-2514d5560b7d,2,7,1,1,,,2,43103,,,,
3/18/2024 11:25,3/18/2024 11:25,0,174.229.29.116,4,3,0,3/20/2024 12:18,R_3FyKAsiiQVNfPNW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f878b7-61e1-0964-5659-3a6d297128ab,1,5,1,1,,,3,35674,,,,
3/18/2024 19:05,3/18/2024 19:12,0,47.40.188.29,78,431,0,3/20/2024 12:18,R_3ihxOBAdiZvfy1G,,,,,,,anonymous,EN,32,2,5,1,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,0,,,,,,0,,,,0,0,0,,,0,0,,0,,0,,0,0,3,3,5,2,,,,,1,,,3,3,8,2,,,2,,,,,1,,,,,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,1,,,,0,,0,,1,,0,,0,,0,,1,,0,,1,,1,,1,,0,,,,1,,1,,1,,1,,0,,1,,,,1,,,,1,,1,,1,,1,,,,1,,,,,,,,,,65f8e4d6-aebd-0634-37bb-61a3a39de6b2,2,16,1,1,,2,2,48417,,1,1,
3/18/2024 19:05,3/18/2024 19:08,0,107.146.164.134,78,200,0,3/20/2024 12:18,R_2CdwzgOdpn7dHi9,,,,,,,anonymous,EN,48,2,5,1,,,,,,,0,,0,,,,0,0,,,,0,,0,0,,0,,0,0,0,,,,,0,0,0,0,,,0,,0,0,,0,0,,,2,5,3,,,1,,,,,3,3,4,,,,,,,,,1,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e4b4-6456-2671-962b-f6d93369f4c7,2,9,1,1,,,3,35023,,1,1,
3/18/2024 19:04,3/18/2024 19:05,0,174.76.173.227,4,51,0,3/20/2024 12:18,R_3FJa7GQimG3Dogu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e45f-9995-6e58-d0c4-8faa1fd24577,1,,1,1,,3,3,72904,,,,
3/18/2024 11:24,3/18/2024 11:24,0,76.18.229.123,4,4,0,3/20/2024 12:18,R_7Qof5GBe7UW88Gl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f878dd-b330-c11c-f844-b54ba4cb9b71,2,9,2,1,,,3,32209,,,,
3/18/2024 11:24,3/18/2024 11:24,0,174.225.118.85,4,7,0,3/20/2024 12:18,R_7moF5JlklKoQZG1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f878dd-596e-189c-ee0b-507f785d73a9,2,27,16,1,,,2,62526,,,,
3/18/2024 11:23,3/18/2024 11:24,0,71.45.70.83,19,26,0,3/20/2024 12:18,R_2Cx4jqlBu6txfy1,,,,,,,anonymous,EN,,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f87877-4aeb-1aa9-2c5b-cef20c75a944,2,20,1,1,,,3,36527,,,,
3/18/2024 19:03,3/18/2024 19:03,0,73.10.163.111,4,10,0,3/20/2024 12:18,R_2AGeK4OPfltefMd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e422-c509-cb56-1ba6-14d6917ef46a,2,18,1,1,,,1,8822,,,,
3/18/2024 11:24,3/18/2024 11:24,0,65.70.18.17,4,11,0,3/20/2024 12:18,R_6rcfaAwN6ugygQP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f878c2-f693-7e28-76b4-965f158607bf,2,5,1,2,,,3,76706,,,,
3/18/2024 19:03,3/18/2024 19:04,0,173.207.69.177,4,49,0,3/20/2024 12:18,R_1FfFJQZor2AnlDz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e457-854b-308f-0da5-15ce61e84b2e,2,1,1,1,,3,3,38024,,,,
3/18/2024 19:01,3/18/2024 19:13,0,12.74.63.20,48,697,0,3/20/2024 12:18,R_2Iu8zooeeBFIzbv,,,,,,,anonymous,EN,49,2,5,1,,,,,,,0,0,0,0,,,0,,0,,0,0,,,,0,0,,0,0,0,0,,0,,,0,,,0,,,3,3,,,,0,,,6,5,2,,,,,,,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e3c3-37b6-fa9f-7adc-4c9e2dccf62c,2,9,1,1,,,3,32117,,,,
3/18/2024 11:18,3/18/2024 11:24,0,67.6.98.123,78,309,0,3/20/2024 12:18,R_2IjcBqmbEP1sXSt,,,,,,,anonymous,EN,43,2,5,,,,1,,,,,0,,0,,,3,,,,,0,0,,,,,3,0,0,3,0,,0,,0,3,3,0,0,,0,,,3,3,,3,,,5,4,3,,1,,,,,,5,5,8,,,,,,,,,1,,,,,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,1,,1,,0,,1,,0,,0,,1,,0,,,,0,,1,,1,,0,,1,,0,,0,,1,,,,0,,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,,,,,,,,,65f87772-32c9-f598-377b-6df41519efdc,2,8,6,1,,3,2,65788,,1,1,
3/18/2024 19:01,3/18/2024 19:21,0,67.23.212.155,78,1179,0,3/20/2024 12:18,R_2oNoGH4Ubs5uMng,,,,,,,anonymous,EN,,2,5,1,,,,,,,3,3,,,3,0,3,0,,0,3,3,,,,0,3,,0,0,,,3,3,0,,,,,0,3,,0,,,,,3,,,3,7,2,,,,1,,,,3,3,8,2,,,2,,,,1,,,1,,,,,,,0,,0,,0,,1,,0,,,,,,,,,,,,0,,,,0,,,,1,,0,,,,0,,,,,,1,,,,,,1,,1,,0,,0,,0,,,,1,,0,,1,,0,,,,1,,0,,1,,0,,,,,,,,,,,65f8e3db-8b6e-eb57-f190-114c4fa1d6ca,2,14,1,1,6,2,3,38858,,2,,1
3/18/2024 19:02,3/18/2024 19:02,0,76.136.172.58,4,2,0,3/20/2024 12:18,R_8RkEup7FHr2kgNo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65f8e406-c88c-fcd3-6e02-b0ea0965a55e,2,12,1,1,,,2,60014,,,,
